r,DD,GAFF,GAFF2
13.8625,0.918661,0.87059,0.886822
13.8875,0.903854,0.86226,0.923316
13.9125,0.906524,0.911335,0.895523
13.9375,0.903275,0.905488,0.899818
13.9625,0.933446,0.884615,0.885756
13.9875,0.90707,0.916962,0.859866
14.0125,0.917685,0.920623,0.902462
14.0375,0.907883,0.906807,0.868918
14.0625,0.931435,0.895256,0.890527
14.0875,0.896401,0.89569,0.926302
14.1125,0.902211,0.904746,0.895574
14.1375,0.944135,0.8736,0.888033
14.1625,0.912977,0.917293,0.926329
14.1875,0.897674,0.897341,0.889027
14.2125,0.908335,0.897377,0.897089
14.2375,0.930213,0.903768,0.891424
14.2625,0.91218,0.899194,0.921626
14.2875,0.90864,0.882017,0.890195
14.3125,0.921188,0.882434,0.884597
14.3375,0.912409,0.922909,0.910946
14.3625,0.929355,0.912756,0.873501
14.3875,0.882916,0.893671,0.900399
14.4125,0.929464,0.8492,0.900788
14.4375,0.926248,0.869969,0.905014
14.4625,0.9056,0.887508,0.925237
14.4875,0.930775,0.932219,0.922046
14.5125,0.925873,0.916428,0.919219
14.5375,0.940975,0.905145,0.908817
14.5625,0.91109,0.907106,0.924604
14.5875,0.928819,0.920828,0.914929
14.6125,0.919611,0.890511,0.854451
14.6375,0.963231,0.922904,0.914472
14.6625,0.944971,0.89744,0.907288
14.6875,0.91157,0.881108,0.922786
14.7125,0.917732,0.921459,0.911234
14.7375,0.933401,0.927239,0.921569
14.7625,0.908242,0.921472,0.893031
14.7875,0.93659,0.89445,0.891348
14.8125,0.955283,0.894698,0.884687
14.8375,0.919561,0.89201,0.884357
14.8625,0.897681,0.902305,0.899203
14.8875,0.930507,0.901862,0.896186
14.9125,0.926746,0.91913,0.925306
14.9375,0.910818,0.908353,0.934298
14.9625,0.909056,0.943708,0.903829
14.9875,0.921317,0.935142,0.939108
15.0125,0.94016,0.916459,0.915283
15.0375,0.918049,0.90423,0.914499
15.0625,0.921312,0.904387,0.920783
15.0875,0.902543,0.895729,0.945913
15.1125,0.918359,0.910015,0.921083
15.1375,0.915328,0.937642,0.922179
15.1625,0.912623,0.920534,0.918506
15.1875,0.906519,0.908502,0.958778
15.2125,0.953326,0.903042,0.930117
15.2375,0.959755,0.926917,0.933974
15.2625,0.909305,0.941408,0.912455
15.2875,0.947057,0.940783,0.892631
15.3125,0.94061,0.899838,0.927023
15.3375,0.948193,0.924308,0.920595
15.3625,0.9442,0.926157,0.920999
15.3875,0.920583,0.906212,0.918008
15.4125,0.907357,0.938247,0.950628
15.4375,0.920335,0.918382,0.912072
15.4625,0.968242,0.922604,0.921624
15.4875,0.952589,0.930974,0.91622
15.5125,0.917404,0.921725,0.950527
15.5375,0.92809,0.918465,0.907917
15.5625,0.928361,0.913742,0.919148
15.5875,0.939227,0.941469,0.903602
15.6125,0.937103,0.89409,0.908785
15.6375,0.950497,0.945709,0.946123
15.6625,0.930546,0.933058,0.960933
15.6875,0.961022,0.942891,0.939213
15.7125,0.93101,0.943084,0.927959
15.7375,0.926609,0.932572,0.941201
15.7625,0.912728,0.919239,0.932937
15.7875,0.933382,0.908284,0.923258
15.8125,0.91412,0.934344,0.957073
15.8375,0.940622,0.920832,0.886343
15.8625,0.950457,0.914801,0.939172
15.8875,0.954272,0.958457,0.929865
15.9125,0.944776,0.936497,0.923203
15.9375,0.966606,0.944839,0.94298
15.9625,0.959649,0.92052,0.967491
15.9875,0.969249,0.92633,0.934809
16.0125,0.930221,0.911987,0.947244
16.0375,0.969892,0.93727,0.954212
16.0625,0.954394,0.936575,0.943334
16.0875,0.956683,0.931176,0.905762
16.1125,0.941864,0.913392,0.92008
16.1375,0.936475,0.939716,0.937944
16.1625,0.958783,0.937359,0.951229
16.1875,0.941076,0.926813,0.94579
16.2125,0.93981,0.953112,0.904883
16.2375,0.966774,0.956427,0.947991
16.2625,0.948651,0.968112,0.922479
16.2875,0.944662,0.930316,0.939432
16.3125,0.929936,0.92935,0.92368
16.3375,0.96275,0.947706,0.920309
16.3625,0.938695,0.941334,0.952893
16.3875,0.965144,0.929397,0.951073
16.4125,0.949986,0.934278,0.949801
16.4375,0.931208,0.957415,0.950152
16.4625,0.965612,0.943939,0.970668
16.4875,0.937678,0.924217,0.944666
16.5125,0.949013,0.967387,0.947956
16.5375,0.953733,0.90921,0.941361
16.5625,0.942509,0.930486,0.920452
16.5875,0.962817,0.964385,0.9349
16.6125,0.953439,0.951882,0.962462
16.6375,0.929119,0.941521,0.960625
16.6625,0.983294,0.951595,0.948818
16.6875,0.966474,0.95389,0.964038
16.7125,0.96384,0.941551,0.94863
16.7375,0.956365,0.937718,0.92134
16.7625,0.974908,0.919375,0.946611
16.7875,0.937727,0.953487,0.934741
16.8125,0.979244,0.92861,0.94202
16.8375,0.969019,0.946822,0.944881
16.8625,0.960862,0.935957,0.960539
16.8875,0.957769,0.95378,0.957442
16.9125,0.978706,0.945704,0.956142
16.9375,0.99328,0.937173,0.946969
16.9625,0.970955,0.939391,0.95482
16.9875,0.975043,0.927197,0.980555
17.0125,0.968224,0.95788,0.95652
17.0375,0.951086,0.964693,0.980834
17.0625,0.985908,0.965558,0.944412
17.0875,0.962194,0.963961,0.964368
17.1125,0.958162,0.95919,0.944626
17.1375,0.947572,0.953955,0.959742
17.1625,0.962548,0.936346,0.946059
17.1875,0.977676,0.940655,0.923323
17.2125,0.952617,0.937441,0.936143
17.2375,0.940704,0.944124,0.963112
17.2625,0.961995,0.965184,0.952742
17.2875,0.946045,0.938671,0.959988
17.3125,0.966713,0.959378,0.945788
17.3375,0.971307,0.951848,0.933605
17.3625,0.951658,0.979044,0.939381
17.3875,0.95129,0.956568,0.96489
17.4125,0.986087,0.963508,0.986644
17.4375,0.933134,0.947558,0.95481
17.4625,0.961206,0.993228,0.960684
17.4875,0.949567,0.94121,0.971287
17.5125,0.969725,0.978924,0.944035
17.5375,0.969987,0.979861,0.958409
17.5625,0.981379,0.962213,0.970571
17.5875,0.952218,0.937946,0.973705
17.6125,0.9539,0.977074,0.975172
17.6375,0.957638,0.977299,0.950384
17.6625,0.962499,0.958235,0.960079
17.6875,0.970073,0.948889,0.949212
17.7125,0.961635,0.961051,0.945838
17.7375,0.960973,0.97314,0.965183
17.7625,0.987528,0.966544,0.972402
17.7875,0.987694,0.986012,0.95101
17.8125,0.960791,0.982569,0.964883
17.8375,0.962823,0.960459,0.970428
17.8625,0.952729,0.946773,0.95492
17.8875,0.948726,0.923984,0.976173
17.9125,0.972173,0.93971,0.957093
17.9375,0.960124,0.992071,0.95624
17.9625,0.984512,0.989755,0.943414
17.9875,0.976469,0.942293,0.978416
18.0125,0.968026,0.967492,0.959526
18.0375,0.946209,0.970095,0.957092
18.0625,0.96706,0.92724,0.978574
18.0875,0.963514,0.966709,0.969187
18.1125,0.969799,0.965789,0.944072
18.1375,0.989751,0.960952,0.992877
18.1625,0.965769,0.980453,0.978434
18.1875,0.980422,0.974728,0.945777
18.2125,0.942998,0.973781,0.967795
18.2375,0.990329,0.95238,0.980265
18.2625,0.98483,0.959008,0.961847
18.2875,0.971013,0.968808,0.939385
18.3125,0.982661,0.970223,0.961819
18.3375,0.964235,0.959273,0.97719
18.3625,0.980076,0.960698,0.975395
18.3875,0.961538,0.965925,0.962612
18.4125,0.972227,0.990133,0.98365
